lead_id,campaign_id,client_id,created_date,status,lead_score,city,acquisition_channel
LED00752,CAM0252,CLT041,2022-11-18,qualified,66,Surabaya,
LED00753,CAM0396,CLT024,2024-08-22,converted,95,Depok,Email
LED00754,CAM0055,CLT003,2023-10-06,qualified,43,Depok,
LED00755,CAM0392,CLT021,2022-05-16,converted,77,Surabaya,TikTok
LED00756,CAM0014,CLT049,2022-08-04,qualified,73,Bogor,Google
LED00757,CAM0478,CLT019,2024-11-20,new,34,Bekasi,Facebook
LED00758,CAM0211,CLT010,2022-07-25,new,48,Jakarta,Facebook
LED00759,CAM0471,CLT006,2024-02-19,new,43,Medan,
LED00760,CAM0222,CLT017,2023-02-19,qualified,92,Bogor,Website
LED00761,CAM0408,CLT044,2023-08-16,qualified,68,Bogor,Facebook
LED00762,CAM0303,CLT028,2024-10-14,contacted,8,Medan,Instagram
LED00763,CAM0043,CLT044,2023-11-20,contacted,52,Denpasar,
LED00764,CAM0303,CLT028,2024-10-23,new,25,Tangerang,Google
LED00765,CAM0376,CLT018,2024-05-27,new,28,Makassar,Email
LED00766,CAM0181,CLT025,2022-10-29,contacted,26,Jakarta,Instagram
LED00767,CAM0365,CLT010,2023-01-25,new,52,Tangerang,
LED00768,CAM0190,CLT031,2023-10-02,contacted,58,Tangerang,TikTok
LED00769,CAM0155,CLT040,2023-07-30,new,5,Surabaya,Website
LED00770,CAM0259,CLT032,2024-02-15,new,68,Bogor,Website
LED00771,CAM0330,CLT006,2023-10-20,qualified,12,Bandung,TikTok
LED00772,CAM0209,CLT007,2023-05-19,qualified,55,Bandung,Website
LED00773,CAM0055,CLT003,2023-11-21,converted,57,Semarang,TikTok
LED00774,CAM0340,CLT007,2023-10-14,contacted,53,Bandung,Facebook
LED00775,CAM0271,CLT019,2023-09-12,lost,43,Tangerang,Instagram
LED00776,CAM0119,CLT024,2022-03-31,contacted,70,Bandung,Email
LED00777,CAM0347,CLT013,2022-05-21,qualified,20,Tangerang,Email
LED00778,CAM0211,CLT010,2022-06-22,qualified,75,Depok,Facebook
LED00779,CAM0349,CLT016,2024-08-03,contacted,52,Depok,TikTok
LED00780,CAM0082,CLT003,2022-06-10,qualified,62,Semarang,Email
LED00781,CAM0330,CLT006,2023-09-29,new,35,Balikpapan,Website
LED00782,CAM0237,CLT036,2023-06-13,converted,1,Palembang,Facebook
LED00783,CAM0497,CLT048,2024-02-02,new,66,Semarang,
LED00784,CAM0118,CLT002,2024-06-21,qualified,97,Denpasar,
LED00785,CAM0243,CLT012,2024-12-10,contacted,48,Malang,Email
LED00786,CAM0424,CLT050,2022-05-18,contacted,48,Medan,Website
LED00787,CAM0240,CLT024,2022-08-28,contacted,70,Makassar,
LED00788,CAM0467,CLT049,2024-09-27,new,61,Surabaya,Website
LED00789,CAM0413,CLT001,2024-06-26,converted,72,Palembang,Facebook
LED00790,CAM0411,CLT040,2023-04-26,qualified,59,Balikpapan,TikTok
LED00791,CAM0428,CLT035,2022-05-24,new,38,Surabaya,Website
LED00792,CAM0190,CLT031,2023-09-16,converted,65,Balikpapan,Email
LED00793,CAM0221,CLT010,2023-08-14,new,2,Makassar,Instagram
LED00794,CAM0055,CLT003,2023-09-28,new,19,Bogor,
LED00795,CAM0490,CLT025,2024-01-28,new,87,Medan,
LED00796,CAM0286,CLT044,2023-04-30,converted,95,Depok,Google
LED00797,CAM0280,CLT047,2022-10-31,converted,13,Malang,TikTok
LED00798,CAM0364,CLT034,2022-12-02,new,81,Makassar,Website
LED00799,CAM0066,CLT006,2024-03-29,qualified,45,Malang,TikTok
LED00800,CAM0225,CLT019,2023-06-06,lost,6,Bekasi,Google
LED00801,CAM0361,CLT049,2022-07-26,qualified,37,Malang,Facebook
LED00802,CAM0156,CLT046,2024-09-29,new,20,Surabaya,Google
LED00803,CAM0470,CLT011,2022-01-20,new,88,Bogor,TikTok
LED00804,CAM0209,CLT007,2023-04-28,lost,89,Surabaya,Facebook
LED00805,CAM0073,CLT005,2022-04-08,converted,34,Yogyakarta,
LED00806,CAM0365,CLT010,2023-01-27,new,89,Medan,Google
LED00807,CAM0275,CLT017,2024-04-26,qualified,15,Semarang,
LED00808,CAM0289,CLT047,2022-11-17,converted,43,Jakarta,Instagram
LED00809,CAM0425,CLT007,2024-07-02,new,51,Bogor,
LED00810,CAM0476,CLT006,2024-02-10,new,65,Jakarta,Instagram
LED00811,CAM0080,CLT042,2023-11-18,contacted,27,Depok,Email
LED00812,CAM0154,CLT034,2024-09-27,contacted,27,Yogyakarta,Website
LED00813,CAM0190,CLT031,2023-09-26,qualified,46,Makassar,Facebook
LED00814,CAM0058,CLT039,2023-04-09,new,61,Bekasi,TikTok
LED00815,CAM0059,CLT030,2022-09-04,contacted,65,Balikpapan,Email
LED00816,CAM0229,CLT005,2024-11-28,qualified,31,Malang,Email
LED00817,CAM0086,CLT024,2024-04-18,contacted,64,Bogor,
LED00818,CAM0081,CLT041,2022-06-17,converted,19,Malang,Google
LED00819,CAM0306,CLT009,2023-06-13,contacted,34,Palembang,Google
LED00820,CAM0349,CLT016,2024-07-12,lost,38,Jakarta,Facebook
LED00821,CAM0025,CLT032,2024-10-29,converted,85,Surabaya,Email
LED00822,CAM0013,CLT043,2023-12-27,converted,39,Depok,
LED00823,CAM0428,CLT035,2022-06-27,new,4,Tangerang,Website
LED00824,CAM0435,CLT004,2024-09-14,contacted,64,Balikpapan,Facebook
LED00825,CAM0070,CLT034,2023-05-18,converted,83,Bogor,Instagram
LED00826,CAM0415,CLT012,2022-09-14,contacted,84,Balikpapan,TikTok
LED00827,CAM0123,CLT008,2024-08-07,converted,2,Bandung,Facebook
LED00828,CAM0038,CLT020,2024-01-19,lost,7,Tangerang,
LED00829,CAM0470,CLT011,2022-01-30,converted,57,Tangerang,Website
LED00830,CAM0070,CLT034,2023-03-28,contacted,6,Surabaya,Website
LED00831,CAM0313,CLT002,2023-11-25,contacted,9,Semarang,Google
LED00832,CAM0323,CLT042,2022-12-23,converted,95,Yogyakarta,Website
LED00833,CAM0032,CLT044,2022-11-06,lost,54,Denpasar,TikTok
LED00834,CAM0058,CLT039,2023-04-17,lost,69,Balikpapan,Facebook
LED00835,CAM0378,CLT046,2022-03-25,qualified,18,Surabaya,Instagram
LED00836,CAM0391,CLT004,2024-12-25,qualified,98,Bekasi,
LED00837,CAM0176,CLT034,2024-10-22,qualified,99,Makassar,Google
LED00838,CAM0482,CLT016,2023-12-02,contacted,10,Palembang,Facebook
LED00839,CAM0491,CLT031,2024-01-25,new,71,Yogyakarta,Email
LED00840,CAM0391,CLT004,2024-12-02,new,64,Balikpapan,TikTok
LED00841,CAM0116,CLT011,2024-07-23,qualified,18,Bandung,Google
LED00842,CAM0329,CLT043,2023-03-03,new,86,Denpasar,Facebook
LED00843,CAM0357,CLT004,2024-04-21,qualified,46,Depok,Email
LED00844,CAM0016,CLT049,2022-04-22,qualified,62,Bogor,TikTok
LED00845,CAM0495,CLT035,2023-09-13,qualified,17,Depok,TikTok
LED00846,CAM0314,CLT004,2022-11-04,contacted,56,Tangerang,Facebook
LED00847,CAM0313,CLT002,2023-12-03,new,84,Denpasar,
LED00848,CAM0439,CLT015,2023-09-09,converted,52,Surabaya,
LED00849,CAM0349,CLT016,2024-07-12,contacted,57,Tangerang,TikTok
LED00850,CAM0476,CLT006,2024-01-27,qualified,90,Bogor,
LED00851,CAM0112,CLT019,2022-05-06,converted,42,Surabaya,TikTok
LED00852,CAM0104,CLT008,2022-04-14,converted,69,Bekasi,Email
LED00853,CAM0001,CLT029,2023-07-31,contacted,41,Bekasi,Facebook
LED00854,CAM0316,CLT041,2023-01-05,new,62,Makassar,Website
LED00855,CAM0266,CLT031,2022-07-06,qualified,64,Denpasar,Website
LED00856,CAM0172,CLT046,2023-08-29,converted,48,Bogor,Website
LED00857,CAM0315,CLT046,2022-07-27,contacted,10,Balikpapan,
LED00858,CAM0408,CLT044,2023-09-15,new,100,Denpasar,Instagram
LED00859,CAM0196,CLT020,2024-12-15,converted,9,Palembang,Website
LED00860,CAM0081,CLT041,2022-06-02,qualified,12,Tangerang,Google
LED00861,CAM0315,CLT046,2022-08-23,new,68,Denpasar,Google
LED00862,CAM0025,CLT032,2024-11-01,converted,1,Bogor,Instagram
LED00863,CAM0355,CLT036,2023-08-13,contacted,82,Surabaya,Email
LED00864,CAM0310,CLT048,2024-04-03,converted,45,Depok,TikTok
LED00865,CAM0259,CLT032,2023-11-29,converted,100,Surabaya,Instagram
LED00866,CAM0347,CLT013,2022-05-11,new,94,Balikpapan,
LED00867,CAM0085,CLT042,2024-07-28,converted,83,Tangerang,
LED00868,CAM0222,CLT017,2023-02-09,qualified,97,Jakarta,Website
LED00869,CAM0225,CLT019,2023-06-23,converted,24,Surabaya,Facebook
LED00870,CAM0127,CLT034,2022-06-28,contacted,16,Depok,Facebook
LED00871,CAM0330,CLT006,2023-09-26,qualified,6,Jakarta,
LED00872,CAM0447,CLT005,2022-04-29,converted,18,Malang,
LED00873,CAM0154,CLT034,2024-08-21,qualified,18,Medan,TikTok
LED00874,CAM0404,CLT033,2023-06-29,qualified,95,Depok,TikTok
LED00875,CAM0169,CLT012,2023-10-26,converted,89,Bandung,TikTok
LED00876,CAM0460,CLT007,2022-06-11,lost,85,Bekasi,TikTok
LED00877,CAM0211,CLT010,2022-07-03,converted,33,Jakarta,TikTok
LED00878,CAM0413,CLT001,2024-07-20,qualified,47,Depok,Facebook
LED00879,CAM0176,CLT034,2024-10-06,qualified,93,Bandung,Google
LED00880,CAM0164,CLT012,2024-05-11,converted,69,Depok,Website
LED00881,CAM0470,CLT011,2022-01-24,qualified,26,Depok,Website
LED00882,CAM0428,CLT035,2022-06-13,qualified,38,Tangerang,
LED00883,CAM0424,CLT050,2022-05-29,converted,84,Tangerang,Google
LED00884,CAM0240,CLT024,2022-10-01,contacted,28,Denpasar,TikTok
LED00885,CAM0222,CLT017,2023-03-15,qualified,4,Palembang,Facebook
LED00886,CAM0386,CLT007,2024-11-12,qualified,1,Balikpapan,TikTok
LED00887,CAM0303,CLT028,2024-10-22,contacted,84,Denpasar,
LED00888,CAM0437,CLT007,2023-03-24,converted,84,Medan,Email
LED00889,CAM0175,CLT037,2024-11-16,lost,89,Semarang,Website
LED00890,CAM0495,CLT035,2023-10-11,new,40,Semarang,Email
LED00891,CAM0457,CLT031,2022-10-27,qualified,77,Surabaya,Instagram
LED00892,CAM0315,CLT046,2022-08-12,qualified,2,Jakarta,Email
LED00893,CAM0255,CLT045,2022-11-08,contacted,98,Bekasi,
LED00894,CAM0431,CLT035,2022-11-04,converted,60,Makassar,
LED00895,CAM0127,CLT034,2022-06-30,lost,76,Semarang,Facebook
LED00896,CAM0158,CLT019,2022-07-21,contacted,1,Yogyakarta,Email
LED00897,CAM0330,CLT006,2023-09-27,new,72,Semarang,Google
LED00898,CAM0069,CLT049,2024-06-10,new,90,Depok,Email
LED00899,CAM0003,CLT008,2023-05-16,contacted,24,Tangerang,
LED00900,CAM0060,CLT010,2022-05-27,contacted,18,Balikpapan,Instagram
LED00901,CAM0259,CLT032,2024-02-07,contacted,87,Depok,Email
LED00902,CAM0129,CLT008,2022-12-18,lost,25,Bandung,Google
LED00903,CAM0457,CLT031,2022-11-01,new,85,Semarang,
LED00904,CAM0337,CLT013,2023-06-14,contacted,52,Semarang,Facebook
LED00905,CAM0104,CLT008,2022-04-02,contacted,56,Palembang,
LED00906,CAM0391,CLT004,2024-12-19,contacted,15,Bogor,Google
LED00907,CAM0034,CLT020,2023-08-03,qualified,25,Tangerang,Website
LED00908,CAM0411,CLT040,2023-05-19,contacted,34,Depok,Instagram
LED00909,CAM0430,CLT026,2024-09-24,new,11,Bekasi,Email
LED00910,CAM0129,CLT008,2022-12-24,new,86,Balikpapan,
LED00911,CAM0176,CLT034,2024-10-09,qualified,29,Bogor,Email
LED00912,CAM0253,CLT035,2023-01-24,new,18,Makassar,TikTok
LED00913,CAM0104,CLT008,2022-04-13,new,32,Makassar,Facebook
LED00914,CAM0143,CLT013,2022-07-19,new,12,Depok,Facebook
LED00915,CAM0190,CLT031,2023-10-08,qualified,93,Malang,Email
LED00916,CAM0496,CLT007,2023-03-28,lost,23,Malang,Instagram
LED00917,CAM0237,CLT036,2023-04-23,qualified,66,Malang,Instagram
LED00918,CAM0382,CLT048,2022-04-18,qualified,76,Bekasi,
LED00919,CAM0043,CLT044,2023-11-30,converted,56,Yogyakarta,Website
LED00920,CAM0013,CLT043,2023-12-07,converted,56,Bogor,Instagram
LED00921,CAM0289,CLT047,2022-11-05,contacted,43,Bogor,Email
LED00922,CAM0363,CLT031,2022-08-03,new,87,Bogor,Facebook
LED00923,CAM0415,CLT012,2022-09-28,qualified,23,Malang,Instagram
LED00924,CAM0123,CLT008,2024-07-31,contacted,72,Tangerang,Website
LED00925,CAM0021,CLT005,2024-01-06,qualified,85,Medan,Instagram
LED00926,CAM0381,CLT030,2022-03-31,new,78,Palembang,
LED00927,CAM0139,CLT047,2023-01-13,contacted,19,Tangerang,Email
LED00928,CAM0098,CLT008,2023-01-10,contacted,33,Surabaya,
LED00929,CAM0269,CLT006,2022-10-26,lost,60,Surabaya,TikTok
LED00930,CAM0357,CLT004,2024-05-16,new,43,Medan,
LED00931,CAM0349,CLT016,2024-07-03,lost,25,Balikpapan,Google
LED00932,CAM0055,CLT003,2023-11-15,lost,32,Denpasar,Google
LED00933,CAM0363,CLT031,2022-07-12,contacted,5,Depok,Instagram
LED00934,CAM0382,CLT048,2022-04-09,converted,62,Bandung,TikTok
LED00935,CAM0392,CLT021,2022-04-27,contacted,19,Depok,
LED00936,CAM0342,CLT039,2022-04-04,converted,17,Denpasar,Website
LED00937,CAM0447,CLT005,2022-04-19,new,21,Tangerang,Facebook
LED00938,CAM0069,CLT049,2024-06-25,qualified,79,Bandung,
LED00939,CAM0425,CLT007,2024-06-11,lost,80,Surabaya,Facebook
LED00940,CAM0088,CLT010,2022-10-23,converted,73,Balikpapan,TikTok
LED00941,CAM0050,CLT014,2023-04-11,qualified,56,Malang,TikTok
LED00942,CAM0280,CLT047,2022-09-24,lost,18,Bekasi,
LED00943,CAM0305,CLT016,2024-06-19,qualified,83,Medan,
LED00944,CAM0202,CLT009,2022-05-25,qualified,33,Medan,Instagram
LED00945,CAM0190,CLT031,2023-09-11,new,1,Surabaya,Facebook
LED00946,CAM0439,CLT015,2023-08-31,qualified,32,Tangerang,Website
LED00947,CAM0289,CLT047,2022-11-13,converted,28,Bogor,
LED00948,CAM0181,CLT025,2022-11-09,contacted,77,Semarang,Facebook
LED00949,CAM0291,CLT007,2024-06-29,qualified,31,Depok,Instagram
LED00950,CAM0442,CLT033,2024-04-15,contacted,100,Bogor,
LED00951,CAM0448,CLT031,2022-04-05,contacted,59,Depok,Email
LED00952,CAM0203,CLT004,2024-10-24,converted,92,Bogor,
LED00953,CAM0083,CLT038,2024-08-09,qualified,6,Bandung,Instagram
LED00954,CAM0139,CLT047,2023-02-01,converted,23,Bandung,
LED00955,CAM0032,CLT044,2022-11-10,new,49,Jakarta,Google
LED00956,CAM0061,CLT009,2023-11-24,contacted,1,Bandung,
LED00957,CAM0134,CLT032,2023-09-20,converted,31,Surabaya,Google
LED00958,CAM0019,CLT030,2024-12-05,converted,94,Bandung,Email
LED00959,CAM0429,CLT033,2023-10-01,qualified,100,Depok,Email
LED00960,CAM0229,CLT005,2024-10-06,qualified,69,Bekasi,Facebook
LED00961,CAM0392,CLT021,2022-04-25,converted,32,Bogor,TikTok
LED00962,CAM0214,CLT050,2023-07-15,qualified,91,Medan,Website
LED00963,CAM0380,CLT050,2023-07-10,qualified,6,Jakarta,Instagram
LED00964,CAM0204,CLT001,2023-08-02,new,13,Malang,Email
LED00965,CAM0032,CLT044,2022-11-20,new,31,Medan,TikTok
LED00966,CAM0330,CLT006,2023-11-09,new,69,Palembang,Email
LED00967,CAM0357,CLT004,2024-04-27,new,59,Jakarta,
LED00968,CAM0314,CLT004,2022-10-29,new,97,Bandung,Website
LED00969,CAM0365,CLT010,2023-01-13,converted,47,Denpasar,Google
LED00970,CAM0357,CLT004,2024-05-07,new,44,Denpasar,Google
LED00971,CAM0470,CLT011,2022-01-14,converted,55,Makassar,
LED00972,CAM0051,CLT050,2022-01-21,qualified,15,Bogor,Email
LED00973,CAM0430,CLT026,2024-09-29,qualified,55,Yogyakarta,Facebook
LED00974,CAM0342,CLT039,2022-05-05,qualified,95,Denpasar,
LED00975,CAM0432,CLT001,2022-11-12,qualified,70,Yogyakarta,TikTok
LED00976,CAM0014,CLT049,2022-07-23,qualified,13,Yogyakarta,TikTok
LED00977,CAM0323,CLT042,2023-02-05,qualified,22,Bogor,Instagram
LED00978,CAM0081,CLT041,2022-05-09,converted,98,Medan,Email
LED00979,CAM0387,CLT050,2022-11-12,new,49,Surabaya,TikTok
LED00980,CAM0289,CLT047,2022-11-11,contacted,38,Depok,Instagram
LED00981,CAM0069,CLT049,2024-06-01,qualified,88,Medan,Instagram
LED00982,CAM0098,CLT008,2023-01-04,converted,24,Medan,
LED00983,CAM0303,CLT028,2024-10-20,new,95,Denpasar,Website
LED00984,CAM0119,CLT024,2022-04-03,contacted,50,Semarang,Google
LED00985,CAM0213,CLT004,2022-07-09,converted,62,Balikpapan,Website
LED00986,CAM0013,CLT043,2023-12-04,qualified,1,Jakarta,Facebook
LED00987,CAM0164,CLT012,2024-06-01,contacted,83,Yogyakarta,Website
LED00988,CAM0225,CLT019,2023-06-27,contacted,98,Semarang,Instagram
LED00989,CAM0337,CLT013,2023-06-24,lost,77,Bandung,Email
LED00990,CAM0386,CLT007,2024-12-06,contacted,50,Semarang,Instagram
LED00991,CAM0354,CLT014,2024-04-21,contacted,34,Jakarta,
LED00992,CAM0213,CLT004,2022-07-22,converted,13,Bandung,
LED00993,CAM0323,CLT042,2023-01-26,contacted,21,Medan,
LED00994,CAM0275,CLT017,2024-04-10,qualified,12,Tangerang,
LED00995,CAM0070,CLT034,2023-05-24,converted,84,Jakarta,TikTok
LED00996,CAM0483,CLT023,2023-08-05,contacted,79,Bogor,Website
LED00997,CAM0450,CLT034,2024-12-25,converted,75,Bekasi,Google
LED00998,CAM0248,CLT011,2024-12-29,converted,21,Balikpapan,
LED00999,CAM0496,CLT007,2023-03-26,new,36,Tangerang,Instagram
LED01000,CAM0485,CLT040,2022-08-20,contacted,67,Bogor,Google
LED01001,CAM0060,CLT010,2022-06-04,converted,2,Denpasar,Instagram
LED01002,CAM0050,CLT014,2023-05-03,contacted,91,Semarang,Email
LED01003,CAM0228,CLT044,2023-05-26,new,13,Surabaya,Facebook
LED01004,CAM0353,CLT015,2023-09-15,qualified,23,Bogor,TikTok
LED01005,CAM0495,CLT035,2023-10-03,new,78,Denpasar,Google
LED01006,CAM0123,CLT008,2024-08-14,converted,74,Palembang,Instagram
LED01007,CAM0120,CLT029,2022-12-15,converted,75,Balikpapan,Email
LED01008,CAM0342,CLT039,2022-03-27,qualified,90,Jakarta,Facebook
LED01009,CAM0070,CLT034,2023-04-23,converted,10,Denpasar,TikTok
LED01010,CAM0289,CLT047,2022-11-10,contacted,22,Bandung,Email
LED01011,CAM0221,CLT010,2023-08-17,converted,16,Malang,
LED01012,CAM0479,CLT045,2024-10-02,new,43,Medan,Website
LED01013,CAM0340,CLT007,2023-08-13,lost,89,Bekasi,Google
LED01014,CAM0478,CLT019,2024-11-20,contacted,77,Semarang,Facebook
LED01015,CAM0428,CLT035,2022-06-16,qualified,65,Yogyakarta,Google
LED01016,CAM0201,CLT042,2022-04-02,qualified,88,Bekasi,Facebook
LED01017,CAM0347,CLT013,2022-06-03,lost,62,Palembang,Facebook
LED01018,CAM0164,CLT012,2024-04-20,converted,42,Malang,Facebook
LED01019,CAM0201,CLT042,2022-03-14,qualified,77,Bogor,Instagram
LED01020,CAM0424,CLT050,2022-05-26,contacted,81,Bogor,Instagram
LED01021,CAM0481,CLT044,2024-06-20,contacted,23,Balikpapan,TikTok
LED01022,CAM0066,CLT006,2024-03-04,lost,5,Bandung,
LED01023,CAM0403,CLT045,2022-09-20,contacted,46,Medan,Google
LED01024,CAM0061,CLT009,2023-12-03,contacted,33,Semarang,Website
LED01025,CAM0129,CLT008,2022-12-10,contacted,78,Yogyakarta,Instagram
LED01026,CAM0009,CLT019,2023-11-14,converted,95,Semarang,Email
LED01027,CAM0439,CLT015,2023-08-29,new,90,Depok,TikTok
LED01028,CAM0180,CLT050,2024-02-29,converted,81,Medan,Facebook
LED01029,CAM0417,CLT010,2022-04-17,converted,78,Palembang,Website
LED01030,CAM0100,CLT024,2024-02-13,qualified,43,Depok,Facebook
LED01031,CAM0431,CLT035,2022-10-28,qualified,9,Balikpapan,Instagram
LED01032,CAM0118,CLT002,2024-06-22,converted,58,Jakarta,TikTok
LED01033,CAM0275,CLT017,2024-04-12,new,91,Medan,Facebook
LED01034,CAM0009,CLT019,2023-10-08,contacted,22,Depok,
LED01035,CAM0095,CLT015,2024-09-04,new,93,Yogyakarta,Website
LED01036,CAM0464,CLT027,2022-01-22,qualified,24,Bogor,Facebook
LED01037,CAM0134,CLT032,2023-09-13,contacted,13,Balikpapan,Instagram
LED01038,CAM0323,CLT042,2022-12-12,converted,35,Surabaya,Google
LED01039,CAM0172,CLT046,2023-10-15,converted,20,Depok,Google
LED01040,CAM0389,CLT047,2024-12-02,contacted,97,Semarang,Facebook
LED01041,CAM0003,CLT008,2023-06-23,contacted,90,Balikpapan,Google
LED01042,CAM0059,CLT030,2022-07-21,converted,85,Bandung,TikTok
LED01043,CAM0199,CLT037,2023-12-19,contacted,74,Medan,
LED01044,CAM0064,CLT015,2022-03-14,qualified,70,Bekasi,Website
LED01045,CAM0407,CLT033,2022-08-29,contacted,40,Palembang,Google
LED01046,CAM0376,CLT018,2024-05-11,contacted,88,Depok,Instagram
LED01047,CAM0365,CLT010,2023-01-06,qualified,50,Palembang,Facebook
LED01048,CAM0050,CLT014,2023-05-25,lost,83,Yogyakarta,
LED01049,CAM0190,CLT031,2023-10-02,contacted,96,Bekasi,Facebook
LED01050,CAM0349,CLT016,2024-07-13,new,31,Makassar,Facebook
LED01051,CAM0214,CLT050,2023-08-31,qualified,77,Surabaya,TikTok
LED01052,CAM0439,CLT015,2023-07-31,converted,69,Denpasar,Facebook
LED01053,CAM0059,CLT030,2022-08-19,contacted,9,Depok,
LED01054,CAM0470,CLT011,2022-01-28,lost,87,Jakarta,
LED01055,CAM0478,CLT019,2024-12-26,contacted,17,Medan,Google
LED01056,CAM0382,CLT048,2022-04-08,contacted,55,Depok,
LED01057,CAM0100,CLT024,2024-03-10,lost,53,Yogyakarta,
LED01058,CAM0116,CLT011,2024-07-13,converted,30,Yogyakarta,Website
LED01059,CAM0153,CLT031,2022-11-05,qualified,68,Denpasar,Email
LED01060,CAM0245,CLT021,2022-06-16,converted,65,Denpasar,Instagram
LED01061,CAM0439,CLT015,2023-09-10,qualified,37,Yogyakarta,Facebook
LED01062,CAM0417,CLT010,2022-05-20,contacted,18,Tangerang,Website
LED01063,CAM0196,CLT020,2024-11-27,new,44,Palembang,Facebook
LED01064,CAM0478,CLT019,2024-11-18,converted,98,Palembang,Facebook
LED01065,CAM0330,CLT006,2023-11-10,converted,81,Palembang,TikTok
LED01066,CAM0009,CLT019,2023-10-16,converted,55,Medan,Website
LED01067,CAM0195,CLT026,2023-11-03,contacted,52,Semarang,TikTok
LED01068,CAM0028,CLT025,2022-03-23,qualified,71,Tangerang,
LED01069,CAM0116,CLT011,2024-07-04,new,44,Medan,Website
LED01070,CAM0080,CLT042,2023-11-28,qualified,36,Medan,Facebook
LED01071,CAM0424,CLT050,2022-06-23,converted,67,Denpasar,TikTok
LED01072,CAM0243,CLT012,2025-01-08,converted,34,Makassar,Website
LED01073,CAM0012,CLT012,2024-10-17,converted,90,Palembang,
LED01074,CAM0485,CLT040,2022-08-27,new,75,Jakarta,TikTok
LED01075,CAM0055,CLT003,2023-10-13,converted,11,Jakarta,Instagram
LED01076,CAM0431,CLT035,2022-11-05,qualified,58,Bandung,Email
LED01077,CAM0199,CLT037,2023-12-18,qualified,56,Bogor,TikTok
LED01078,CAM0195,CLT026,2023-10-21,converted,94,Tangerang,Website
LED01079,CAM0237,CLT036,2023-04-22,converted,63,Depok,
LED01080,CAM0170,CLT049,2023-10-14,converted,24,Yogyakarta,Email
LED01081,CAM0166,CLT034,2024-11-24,qualified,56,Bekasi,Email
LED01082,CAM0306,CLT009,2023-07-06,new,42,Malang,Google
LED01083,CAM0012,CLT012,2024-10-24,contacted,91,Bekasi,TikTok
LED01084,CAM0450,CLT034,2024-12-22,qualified,18,Palembang,Instagram
LED01085,CAM0409,CLT010,2023-04-02,contacted,56,Bandung,Website
LED01086,CAM0269,CLT006,2022-12-08,qualified,58,Bandung,Google
LED01087,CAM0175,CLT037,2024-11-03,new,31,Tangerang,Email
LED01088,CAM0193,CLT003,2023-05-22,qualified,39,Tangerang,TikTok
LED01089,CAM0450,CLT034,2024-12-02,converted,67,Depok,Facebook
LED01090,CAM0169,CLT012,2023-11-30,contacted,72,Palembang,TikTok
LED01091,CAM0034,CLT020,2023-07-16,contacted,29,Jakarta,Google
LED01092,CAM0413,CLT001,2024-07-01,new,57,Tangerang,Facebook
LED01093,CAM0337,CLT013,2023-07-07,converted,84,Yogyakarta,Website
LED01094,CAM0001,CLT029,2023-07-09,converted,19,Balikpapan,Google
LED01095,CAM0496,CLT007,2023-05-02,qualified,49,Malang,Website
LED01096,CAM0271,CLT019,2023-09-13,contacted,19,Jakarta,TikTok
LED01097,CAM0112,CLT019,2022-05-25,qualified,88,Medan,Google
LED01098,CAM0120,CLT029,2022-12-28,converted,100,Bekasi,Website
LED01099,CAM0213,CLT004,2022-07-22,lost,14,Tangerang,Facebook
LED01100,CAM0048,CLT035,2022-05-24,contacted,87,Denpasar,TikTok
LED01101,CAM0058,CLT039,2023-05-17,lost,58,Balikpapan,Instagram
LED01102,CAM0125,CLT024,2023-02-23,qualified,60,Makassar,Google
LED01103,CAM0240,CLT024,2022-09-02,converted,50,Yogyakarta,Facebook
LED01104,CAM0222,CLT017,2023-04-02,qualified,66,Bekasi,Instagram
LED01105,CAM0328,CLT037,2022-11-30,qualified,64,Malang,Google
LED01106,CAM0490,CLT025,2024-02-03,converted,84,Yogyakarta,Google
LED01107,CAM0169,CLT012,2023-11-26,lost,46,Palembang,Website
LED01108,CAM0107,CLT002,2022-05-27,lost,4,Malang,Google
LED01109,CAM0447,CLT005,2022-04-13,qualified,72,Makassar,TikTok
LED01110,CAM0166,CLT034,2024-11-01,contacted,62,Denpasar,Instagram
LED01111,CAM0266,CLT031,2022-07-13,new,45,Yogyakarta,TikTok
LED01112,CAM0175,CLT037,2024-11-06,new,99,Yogyakarta,TikTok
LED01113,CAM0381,CLT030,2022-05-10,contacted,76,Jakarta,
LED01114,CAM0448,CLT031,2022-03-25,converted,36,Bogor,Website
LED01115,CAM0019,CLT030,2024-12-06,qualified,93,Tangerang,Google
LED01116,CAM0085,CLT042,2024-07-15,lost,44,Yogyakarta,Google
LED01117,CAM0313,CLT002,2023-12-02,converted,32,Semarang,Google
LED01118,CAM0102,CLT006,2022-11-28,converted,53,Denpasar,
LED01119,CAM0019,CLT030,2024-11-26,converted,98,Jakarta,Email
LED01120,CAM0491,CLT031,2024-01-22,contacted,95,Bandung,Website
LED01121,CAM0047,CLT045,2024-07-02,lost,75,Malang,Google
LED01122,CAM0387,CLT050,2022-11-10,qualified,77,Bogor,
LED01123,CAM0432,CLT001,2022-11-05,qualified,52,Palembang,Email
LED01124,CAM0188,CLT027,2023-01-04,new,41,Tangerang,Email
LED01125,CAM0123,CLT008,2024-08-11,contacted,40,Bogor,Instagram
LED01126,CAM0180,CLT050,2024-03-07,qualified,66,Depok,Instagram
