spend_id,campaign_id,spend_date,impressions,clicks,conversions,spend_idr,cpm,cpc,ctr
SPD01510,CAM0247,2023-05-16,146456,4321,192,644352,4400,149,0.0295
SPD01511,CAM0247,2023-05-12,98939,1947,25,733756,7416,377,0.0197
SPD01512,CAM0248,2024-12-17,113451,2638,52,1704419,15023,646,0.0233
SPD01513,CAM0248,2024-11-03,12729,270,3,947473,74434,3509,0.0212
SPD01514,CAM0248,2024-10-23,110789,2143,54,3618980,32666,1689,0.0193
SPD01515,CAM0248,2024-11-28,187561,3162,54,2810496,14984,889,0.0169
SPD01516,CAM0248,2024-11-25,51507,1168,35,1748255,33942,1497,0.0227
SPD01517,CAM0248,2024-11-13,110231,1103,39,884245,8022,802,0.0100
SPD01518,CAM0248,2024-11-23,123417,2936,31,710873,5760,242,0.0238
SPD01519,CAM0248,2024-12-21,20504,452,,214503,10462,475,0.0220
SPD01520,CAM0248,2024-12-17,8297,42,0,4965389,598456,118224,0.0051
SPD01521,CAM0249,2022-05-13,23189,669,23,1724937,74386,2578,0.0288
SPD01522,CAM0249,2022-06-03,62245,1829,,1497475,24058,819,0.0294
SPD01523,CAM0249,2022-05-13,155466,1464,64,1688910,10864,1154,0.0094
SPD01524,CAM0249,2022-05-30,44020,1116,38,4709630,106988,4220,0.0254
SPD01525,CAM0249,2022-04-11,86701,2460,91,4549399,52472,1849,0.0284
SPD01526,CAM0249,2022-04-17,31141,543,27,3030288,97309,5581,0.0174
SPD01527,CAM0249,2022-05-24,177618,3321,92,1176279,6623,354,0.0187
SPD01528,CAM0249,2022-06-05,22160,298,5,4316861,194804,14486,0.0134
SPD01529,CAM0250,2023-09-08,110980,670,,4230083,38116,6314,0.0060
SPD01530,CAM0250,2023-09-20,30894,809,,2888993,93513,3571,0.0262
SPD01531,CAM0251,2023-06-03,152586,2956,76,4783377,31349,1618,0.0194
SPD01532,CAM0251,2023-05-13,79071,1028,18,3776224,47757,3673,0.0130
SPD01533,CAM0251,2023-05-26,119069,1717,50,2897059,24331,1687,0.0144
SPD01534,CAM0251,2023-06-05,131905,2669,132,2609157,19781,978,0.0202
SPD01535,CAM0252,2022-10-16,143294,3694,50,4992201,34839,1351,0.0258
SPD01536,CAM0252,2022-11-16,50444,1060,33,596005,11815,562,0.0210
SPD01537,CAM0252,2022-11-01,105899,1027,12,3839012,36252,3738,0.0097
SPD01538,CAM0252,2022-11-14,142359,3734,139,575144,4040,154,0.0262
SPD01539,CAM0253,2022-12-24,30860,507,9,2886959,93550,5694,0.0164
SPD01540,CAM0253,2022-12-15,192179,1939,69,330801,1721,171,0.0101
SPD01541,CAM0253,2022-12-13,105004,1065,50,239751,2283,225,0.0101
SPD01542,CAM0253,2022-12-26,177908,4508,222,3470850,19509,770,0.0253
SPD01543,CAM0253,2023-02-01,64866,927,10,1388409,21404,1498,0.0143
SPD01544,CAM0253,2023-01-18,69532,1428,66,4986034,71708,3492,0.0205
SPD01545,CAM0254,2022-11-13,58707,1673,77,3632646,61878,2171,0.0285
SPD01546,CAM0254,2022-10-06,114022,2917,127,1789611,15695,614,0.0256
SPD01547,CAM0254,2022-12-06,71433,1428,36,3967560,55542,2778,0.0200
SPD01548,CAM0254,2022-10-21,178791,3975,,1159492,6485,292,0.0222
SPD01549,CAM0254,2022-10-19,46660,1285,22,2946250,63143,2293,0.0275
SPD01550,CAM0254,2022-10-26,199010,2271,107,3540381,17790,1559,0.0114
SPD01551,CAM0254,2022-11-10,145577,1770,36,1201605,8254,679,0.0122
SPD01552,CAM0255,2022-11-21,57986,1667,49,1266318,21838,760,0.0287
SPD01553,CAM0255,2022-11-29,14357,240,4,3455315,240671,14397,0.0167
SPD01554,CAM0255,2022-11-07,26917,647,12,3311350,123021,5118,0.0240
SPD01555,CAM0255,2022-11-24,198553,1701,19,4424664,22285,2601,0.0086
SPD01556,CAM0255,2022-12-15,54537,1320,15,319211,5853,242,0.0242
SPD01557,CAM0255,2022-11-05,94482,2502,42,4075834,43139,1629,0.0265
SPD01558,CAM0256,2023-07-30,173856,1114,53,4441234,25545,3987,0.0064
SPD01559,CAM0256,2023-07-13,64044,614,22,3881521,60607,6322,0.0096
SPD01560,CAM0256,2023-07-08,120482,811,25,4871222,40431,6006,0.0067
SPD01561,CAM0256,2023-07-25,42581,795,11,746361,17528,939,0.0187
SPD01562,CAM0256,2023-08-26,140802,2584,43,2898248,20584,1122,0.0184
SPD01563,CAM0256,2023-08-21,15074,129,2,3397849,225411,26340,0.0086
SPD01564,CAM0256,2023-07-05,152511,985,32,2083394,13661,2115,0.0065
SPD01565,CAM0257,2024-01-30,152754,2847,,4196569,27473,1474,0.0186
SPD01566,CAM0257,2024-03-15,79047,1750,81,2193712,27752,1254,0.0221
SPD01567,CAM0257,2024-03-28,165591,1863,66,4219226,25480,2265,0.0113
SPD01568,CAM0257,2024-02-14,124071,2284,36,1662580,13400,728,0.0184
SPD01569,CAM0257,2024-03-15,72426,1959,21,2715388,37492,1386,0.0270
SPD01570,CAM0257,2024-02-13,16155,266,8,2104093,130244,7910,0.0165
SPD01571,CAM0257,2024-03-17,37774,982,46,3732783,98819,3801,0.0260
SPD01572,CAM0257,2024-03-19,125738,2934,74,3249764,25846,1108,0.0233
SPD01573,CAM0258,2022-06-22,90461,1957,61,2263657,25024,1157,0.0216
SPD01574,CAM0258,2022-06-06,191801,1874,84,3248545,16937,1733,0.0098
SPD01575,CAM0258,2022-07-08,148708,3949,98,2774455,18657,703,0.0266
SPD01576,CAM0258,2022-06-06,107977,921,33,2719269,25184,2953,0.0085
SPD01577,CAM0258,2022-07-28,113034,708,22,1514657,13400,2139,0.0063
SPD01578,CAM0258,2022-06-28,140659,2221,24,1931855,13734,870,0.0158
SPD01579,CAM0258,2022-06-28,153738,3332,132,4925839,32040,1478,0.0217
SPD01580,CAM0258,2022-05-29,173096,2604,46,3650148,21087,1402,0.0150
SPD01581,CAM0258,2022-06-19,127835,1424,57,4282609,33501,3007,0.0111
SPD01582,CAM0259,2024-01-02,165001,4673,184,496131,3007,106,0.0283
SPD01583,CAM0259,2023-12-05,22133,158,,642521,29030,4067,0.0071
SPD01584,CAM0259,2024-01-04,28579,366,6,1463348,51204,3998,0.0128
SPD01585,CAM0259,2023-12-20,85625,2227,103,3946495,46090,1772,0.0260
SPD01586,CAM0259,2024-01-22,93767,2118,29,4913454,52401,2320,0.0226
SPD01587,CAM0259,2023-12-13,44850,407,18,3636644,81085,8935,0.0091
SPD01588,CAM0259,2023-12-13,152236,2863,141,2292033,15056,801,0.0188
SPD01589,CAM0259,2023-12-07,179029,5126,71,530329,2962,103,0.0286
SPD01590,CAM0259,2023-12-10,104863,1763,71,3239899,30896,1838,0.0168
SPD01591,CAM0260,2022-04-19,158325,3055,32,4325240,27319,1416,0.0193
SPD01592,CAM0260,2022-04-26,153578,2088,27,3303517,21510,1582,0.0136
SPD01593,CAM0260,2022-04-07,51461,430,11,1453979,28254,3381,0.0084
SPD01594,CAM0261,2024-07-06,180349,1790,38,896864,4973,501,0.0099
SPD01595,CAM0261,2024-08-06,163023,4823,168,3704245,22722,768,0.0296
SPD01596,CAM0261,2024-07-13,100739,2647,56,4565696,45322,1725,0.0263
SPD01597,CAM0261,2024-06-25,133348,1728,62,2772250,20790,1604,0.0130
SPD01598,CAM0261,2024-07-25,122684,3668,76,4042716,32952,1102,0.0299
SPD01599,CAM0261,2024-07-02,92272,1733,85,289572,3138,167,0.0188
SPD01600,CAM0261,2024-06-24,84353,1224,30,501848,5949,410,0.0145
SPD01601,CAM0261,2024-07-26,187676,2698,82,3761083,20040,1394,0.0144
SPD01602,CAM0262,2022-12-18,190409,2580,100,4833721,25386,1874,0.0135
SPD01603,CAM0262,2022-12-04,133143,1603,,3973818,29846,2479,0.0120
SPD01604,CAM0262,2023-01-03,27228,684,30,1152319,42321,1685,0.0251
SPD01605,CAM0262,2022-11-23,38692,973,12,3332208,86121,3425,0.0251
SPD01606,CAM0262,2022-11-26,45371,875,11,832597,18351,952,0.0193
SPD01607,CAM0263,2022-04-18,194558,1038,46,790413,4063,761,0.0053
SPD01608,CAM0263,2022-05-06,157765,3258,92,2975795,18862,913,0.0207
SPD01609,CAM0263,2022-04-30,165580,1332,23,880782,5319,661,0.0080
SPD01610,CAM0263,2022-05-10,29039,666,,3832010,131961,5754,0.0229
SPD01611,CAM0263,2022-05-16,60107,375,,2887751,48044,7701,0.0062
SPD01612,CAM0263,2022-05-11,129792,3301,98,1760825,13567,533,0.0254
SPD01613,CAM0263,2022-06-16,80514,1875,83,3912096,48589,2086,0.0233
SPD01614,CAM0264,2022-01-14,138060,712,12,1407060,10192,1976,0.0052
SPD01615,CAM0264,2022-02-06,155846,4569,174,835686,5362,183,0.0293
SPD01616,CAM0264,2022-01-15,54033,1416,27,3510714,64974,2479,0.0262
SPD01617,CAM0264,2022-02-12,160270,1990,70,2030882,12672,1021,0.0124
SPD01618,CAM0264,2022-01-30,70784,1812,56,2311145,32651,1275,0.0256
SPD01619,CAM0265,2022-02-04,47274,312,,3087553,65312,9896,0.0066
SPD01620,CAM0265,2022-03-15,197129,1283,34,3940748,19991,3072,0.0065
SPD01621,CAM0265,2022-01-17,181816,1310,61,3232312,17778,2467,0.0072
SPD01622,CAM0265,2022-03-02,183541,3696,121,2876502,15672,778,0.0201
SPD01623,CAM0265,2022-02-14,98877,2329,69,4302762,43516,1847,0.0236
SPD01624,CAM0265,2022-02-06,148108,4439,148,558189,3769,126,0.0300
SPD01625,CAM0266,2022-07-24,97509,1486,34,3582636,36742,2411,0.0152
SPD01626,CAM0266,2022-07-16,126737,2066,82,3719836,29351,1801,0.0163
SPD01627,CAM0266,2022-07-02,41551,1026,45,1453123,34972,1416,0.0247
SPD01628,CAM0267,2022-10-25,100868,539,19,1649383,16352,3060,0.0053
SPD01629,CAM0267,2022-10-09,160434,4596,48,4161840,25941,906,0.0286
SPD01630,CAM0267,2022-10-09,76012,1021,,3490279,45917,3418,0.0134
SPD01631,CAM0267,2022-10-10,84566,2177,45,1793383,21207,824,0.0257
SPD01632,CAM0268,2023-04-13,164075,3789,181,1540672,9390,407,0.0231
SPD01633,CAM0268,2023-04-13,179532,1165,14,2911890,16219,2499,0.0065
SPD01634,CAM0268,2023-04-12,164335,2010,95,2015327,12264,1003,0.0122
SPD01635,CAM0268,2023-04-08,133583,711,11,2805601,21003,3946,0.0053
SPD01636,CAM0269,2022-12-06,167130,2628,39,2564724,15346,976,0.0157
SPD01637,CAM0269,2022-10-23,194990,2794,42,4942312,25346,1769,0.0143
SPD01638,CAM0269,2022-11-09,21547,117,2,2936369,136277,25097,0.0054
SPD01639,CAM0269,2022-12-07,66194,1837,64,4194551,63368,2283,0.0278
SPD01640,CAM0269,2022-10-15,150488,2034,77,1266467,8416,623,0.0135
SPD01641,CAM0269,2022-10-21,170853,3298,126,2188250,12808,664,0.0193
SPD01642,CAM0269,2022-10-11,133080,2539,57,1001805,7528,395,0.0191
SPD01643,CAM0269,2022-10-29,43890,903,,4318307,98389,4782,0.0206
SPD01644,CAM0269,2022-11-08,162967,4483,175,761411,4672,170,0.0275
SPD01645,CAM0269,2022-11-06,107125,2617,55,1400270,13071,535,0.0244
SPD01646,CAM0270,2022-07-15,20472,344,3,3187760,155713,9267,0.0168
SPD01647,CAM0270,2022-07-31,131498,2504,120,4265939,32441,1704,0.0190
SPD01648,CAM0270,2022-07-12,163537,4428,187,1778694,10876,402,0.0271
SPD01649,CAM0270,2022-07-30,163618,1310,51,1835301,11217,1401,0.0080
SPD01650,CAM0270,2022-07-25,137154,1654,44,291553,2126,176,0.0121
SPD01651,CAM0271,2023-09-29,73416,741,8,3735154,50877,5041,0.0101
SPD01652,CAM0271,2023-09-15,101634,1689,26,3404611,33499,2016,0.0166
SPD01653,CAM0271,2023-10-15,46150,915,13,2494720,54057,2726,0.0198
SPD01654,CAM0271,2023-10-09,77338,769,16,1278235,16528,1662,0.0099
SPD01655,CAM0272,2024-11-20,9444,76,2,3293903,348783,43341,0.0080
SPD01656,CAM0272,2024-10-28,87645,2260,24,3842833,43845,1700,0.0258
SPD01657,CAM0272,2024-11-20,108687,1027,41,2573212,23675,2506,0.0094
SPD01658,CAM0272,2024-11-20,153273,3665,,4492520,29311,1226,0.0239
SPD01659,CAM0272,2024-10-17,194471,4459,55,769541,3957,173,0.0229
SPD01660,CAM0272,2024-10-27,44733,338,13,970572,21697,2872,0.0076
SPD01661,CAM0272,2024-11-25,98606,1326,53,4331017,43922,3266,0.0134
SPD01662,CAM0273,2024-02-04,147897,969,40,1500100,10143,1548,0.0066
SPD01663,CAM0273,2024-02-14,28454,721,10,2387368,83903,3311,0.0253
SPD01664,CAM0273,2024-01-24,67721,434,4,2091797,30888,4820,0.0064
SPD01665,CAM0273,2024-02-09,16113,97,4,1354885,84086,13968,0.0060
SPD01666,CAM0273,2024-02-11,88744,1160,42,361528,4074,312,0.0131
SPD01667,CAM0273,2024-02-11,80927,1400,53,4813995,59486,3439,0.0173
SPD01668,CAM0274,2022-12-28,15519,155,,2125235,136944,13711,0.0100
SPD01669,CAM0274,2023-03-04,133834,693,23,3287999,24568,4745,0.0052
SPD01670,CAM0274,2023-02-23,48038,717,7,2560698,53306,3571,0.0149
SPD01671,CAM0274,2023-01-23,150820,2165,93,2349817,15580,1085,0.0144
SPD01672,CAM0274,2023-01-31,56320,742,10,2593955,46057,3496,0.0132
SPD01673,CAM0274,2023-02-15,12554,202,7,3603181,287015,17838,0.0161
SPD01674,CAM0274,2023-01-15,53452,417,5,1924556,36005,4615,0.0078
SPD01675,CAM0274,2023-01-14,154476,3613,135,1998034,12934,553,0.0234
SPD01676,CAM0275,2024-06-09,84526,1185,,2127786,25173,1796,0.0140
SPD01677,CAM0275,2024-06-06,71147,741,,303686,4268,410,0.0104
SPD01678,CAM0275,2024-04-22,52426,1389,66,3459575,65990,2491,0.0265
SPD01679,CAM0275,2024-05-06,125031,3701,61,4324529,34588,1168,0.0296
SPD01680,CAM0275,2024-05-26,152018,3027,111,2284723,15029,755,0.0199
SPD01681,CAM0275,2024-04-04,166577,1279,,461724,2772,361,0.0077
SPD01682,CAM0275,2024-04-01,7939,227,5,3399590,428214,14976,0.0286
SPD01683,CAM0275,2024-06-06,46808,347,12,3749770,80110,10806,0.0074
SPD01684,CAM0275,2024-05-12,24949,299,6,493540,19782,1651,0.0120
SPD01685,CAM0276,2022-11-16,84180,719,34,1916862,22771,2666,0.0085
SPD01686,CAM0276,2022-11-16,171909,4058,45,4197212,24415,1034,0.0236
SPD01687,CAM0276,2022-11-20,8760,68,1,4876186,556642,71709,0.0078
SPD01688,CAM0276,2022-11-26,75796,421,5,1485930,19604,3530,0.0056
SPD01689,CAM0276,2022-11-22,22080,329,3,3827968,173368,11635,0.0149
SPD01690,CAM0277,2022-07-08,127080,1945,64,569381,4480,293,0.0153
SPD01691,CAM0277,2022-06-27,21517,623,23,4219579,196104,6773,0.0290
SPD01692,CAM0277,2022-05-28,75067,421,18,2169800,28905,5154,0.0056
SPD01693,CAM0277,2022-06-29,122437,3092,36,4924564,40221,1593,0.0253
SPD01694,CAM0277,2022-07-08,119122,2260,94,596735,5009,264,0.0190
SPD01695,CAM0277,2022-06-03,100429,724,31,4768358,47480,6586,0.0072
SPD01696,CAM0278,2022-09-15,102849,2207,70,1422184,13828,644,0.0215
SPD01697,CAM0278,2022-10-06,197726,4148,137,3321484,16798,801,0.0210
SPD01698,CAM0278,2022-10-24,96078,2323,85,4348256,45258,1872,0.0242
SPD01699,CAM0278,2022-11-03,111909,1567,53,1354620,12105,864,0.0140
SPD01700,CAM0278,2022-10-07,99022,2092,66,1578048,15936,754,0.0211
SPD01701,CAM0278,2022-08-31,95034,1678,58,3065966,32262,1827,0.0177
SPD01702,CAM0278,2022-11-03,170857,4408,184,1370389,8021,311,0.0258
SPD01703,CAM0278,2022-09-21,186722,2783,125,4405910,23596,1583,0.0149
SPD01704,CAM0279,2022-02-27,16004,287,5,4817497,301018,16786,0.0179
SPD01705,CAM0279,2022-02-03,198910,2122,49,1180807,5936,556,0.0107
SPD01706,CAM0279,2022-02-13,196851,5100,242,4588257,23308,900,0.0259
SPD01707,CAM0279,2022-02-18,62428,1212,45,1092771,17505,902,0.0194
SPD01708,CAM0280,2022-10-01,172895,3647,137,1779836,10294,488,0.0211
SPD01709,CAM0280,2022-11-01,5156,140,5,4354063,844465,31100,0.0272
SPD01710,CAM0280,2022-09-26,23928,535,21,2740553,114533,5123,0.0224
SPD01711,CAM0280,2022-09-30,147073,3082,54,336063,2285,109,0.0210
SPD01712,CAM0280,2022-09-18,82538,662,27,798411,9673,1206,0.0080
SPD01713,CAM0281,2023-07-01,71436,1165,55,3580615,50123,3073,0.0163
SPD01714,CAM0281,2023-06-24,187928,3747,93,2748346,14624,733,0.0199
SPD01715,CAM0281,2023-08-16,167334,3303,114,551271,3294,167,0.0197
SPD01716,CAM0281,2023-09-17,133800,3937,94,2345656,17531,596,0.0294
SPD01717,CAM0281,2023-08-22,105599,2515,67,3144862,29781,1250,0.0238
SPD01718,CAM0281,2023-09-18,133531,3988,193,928371,6952,233,0.0299
SPD01719,CAM0281,2023-08-22,71101,1322,,988576,13904,748,0.0186
SPD01720,CAM0281,2023-08-20,104575,2481,122,488082,4667,197,0.0237
SPD01721,CAM0281,2023-08-03,86215,1622,45,3644421,42271,2247,0.0188
SPD01722,CAM0281,2023-07-05,7698,170,6,436858,56750,2570,0.0221
SPD01723,CAM0282,2023-02-05,137722,2218,63,4939982,35869,2227,0.0161
SPD01724,CAM0282,2023-01-01,145420,3103,,1187075,8163,383,0.0213
SPD01725,CAM0282,2023-01-21,140459,2426,52,1565213,11144,645,0.0173
SPD01726,CAM0282,2022-12-10,81096,1624,60,844418,10413,520,0.0200
SPD01727,CAM0282,2022-12-20,131391,2254,,1681693,12799,746,0.0172
SPD01728,CAM0282,2023-01-26,103754,632,14,4338528,41816,6865,0.0061
SPD01729,CAM0282,2022-12-22,192125,3096,143,1051760,5474,340,0.0161
SPD01730,CAM0283,2024-11-10,41491,344,11,398627,9608,1159,0.0083
SPD01731,CAM0283,2024-11-15,135061,1913,20,4605489,34099,2407,0.0142
SPD01732,CAM0284,2022-11-27,171417,3186,36,3859875,22517,1212,0.0186
SPD01733,CAM0284,2022-12-09,189037,2940,,2404321,12719,818,0.0156
SPD01734,CAM0284,2022-11-26,129420,1945,89,1353662,10459,696,0.0150
SPD01735,CAM0284,2022-11-11,11320,102,3,3942175,348249,38649,0.0090
SPD01736,CAM0285,2023-11-29,148109,2122,26,1756172,11857,828,0.0143
SPD01737,CAM0285,2023-11-24,113332,894,,1898250,16749,2123,0.0079
SPD01738,CAM0285,2023-10-27,83733,697,7,703266,8399,1009,0.0083
SPD01739,CAM0285,2023-11-19,8189,64,2,274302,33496,4286,0.0078
SPD01740,CAM0285,2023-11-06,40929,531,15,1991479,48657,3750,0.0130
SPD01741,CAM0286,2023-04-27,179073,3020,42,3453584,19286,1144,0.0169
SPD01742,CAM0286,2023-06-12,171041,3536,45,1264980,7396,358,0.0207
SPD01743,CAM0286,2023-06-07,43116,1143,,4506582,104522,3943,0.0265
SPD01744,CAM0286,2023-04-12,153414,1398,37,3234348,21082,2314,0.0091
SPD01745,CAM0286,2023-05-01,73804,1118,13,2888444,39137,2584,0.0151
SPD01746,CAM0286,2023-05-23,12252,120,2,3973433,324309,33112,0.0098
SPD01747,CAM0286,2023-06-19,63909,1515,52,4474392,70012,2953,0.0237
SPD01748,CAM0286,2023-05-25,174355,4672,91,4572633,26226,979,0.0268
SPD01749,CAM0286,2023-05-09,135320,3291,36,756449,5590,230,0.0243
SPD01750,CAM0287,2023-11-19,27240,615,25,535112,19644,870,0.0226
SPD01751,CAM0287,2023-11-13,77715,1152,48,3064563,39433,2660,0.0148
SPD01752,CAM0287,2023-11-11,145323,2925,129,4141906,28501,1416,0.0201
SPD01753,CAM0288,2023-07-16,132870,1946,73,4899194,36872,2518,0.0146
SPD01754,CAM0288,2023-07-24,40983,685,,4307696,105109,6289,0.0167
SPD01755,CAM0288,2023-06-24,144654,2592,52,2449922,16936,945,0.0179
SPD01756,CAM0288,2023-06-15,80745,1603,75,2919287,36154,1821,0.0199
SPD01757,CAM0288,2023-06-11,153377,1500,26,3010170,19626,2007,0.0098
SPD01758,CAM0288,2023-07-17,182235,2786,75,1780017,9768,639,0.0153
SPD01759,CAM0288,2023-05-29,185442,2294,56,4753134,25631,2072,0.0124
SPD01760,CAM0288,2023-07-21,89185,901,27,1183235,13267,1313,0.0101
SPD01761,CAM0289,2022-11-16,194462,5231,95,3030082,15582,579,0.0269
SPD01762,CAM0289,2022-11-07,174732,4410,113,2471135,14142,560,0.0252
SPD01763,CAM0290,2023-12-02,153947,2536,51,804401,5225,317,0.0165
SPD01764,CAM0290,2023-11-22,37618,1097,54,227406,6045,207,0.0292
SPD01765,CAM0291,2024-05-17,54526,1379,41,4819138,88382,3495,0.0253
SPD01766,CAM0291,2024-07-22,77637,1380,28,3787868,48789,2745,0.0178
SPD01767,CAM0291,2024-07-10,161046,1240,27,1372118,8520,1107,0.0077
SPD01768,CAM0291,2024-06-01,37221,522,6,789551,21213,1513,0.0140
SPD01769,CAM0291,2024-06-13,33170,620,25,3750594,113072,6049,0.0187
SPD01770,CAM0291,2024-06-04,15469,422,4,3032043,196008,7185,0.0273
SPD01771,CAM0291,2024-06-13,79498,1251,43,4986683,62727,3986,0.0157
SPD01772,CAM0291,2024-06-12,149864,2073,22,2856821,19063,1378,0.0138
SPD01773,CAM0292,2024-12-28,50047,1258,22,346302,6920,275,0.0251
SPD01774,CAM0292,2024-12-20,28901,557,27,4279020,148058,7682,0.0193
SPD01775,CAM0292,2024-12-15,30082,335,6,1589510,52839,4745,0.0111
SPD01776,CAM0292,2024-12-22,62761,752,,2787837,44420,3707,0.0120
SPD01777,CAM0292,2025-01-24,156948,4162,115,2147673,13684,516,0.0265
SPD01778,CAM0292,2024-12-12,26495,403,6,3425214,129278,8499,0.0152
SPD01779,CAM0292,2025-01-17,11036,204,9,4323167,391733,21192,0.0185
SPD01780,CAM0293,2024-03-31,142346,1929,,4457716,31316,2311,0.0136
SPD01781,CAM0293,2024-04-06,106685,2769,68,848917,7957,307,0.0260
SPD01782,CAM0293,2024-04-06,188220,4156,108,2028115,10775,488,0.0221
SPD01783,CAM0294,2024-04-04,97606,1476,31,2136891,21893,1448,0.0151
SPD01784,CAM0294,2024-04-08,162400,4375,163,4925379,30329,1126,0.0269
SPD01785,CAM0294,2024-03-30,174207,3909,164,3462076,19873,886,0.0224
SPD01786,CAM0294,2024-04-20,95487,1335,,3859881,40423,2891,0.0140
SPD01787,CAM0294,2024-04-30,121739,3375,,2338472,19209,693,0.0277
SPD01788,CAM0294,2024-04-06,64914,761,15,1526223,23511,2006,0.0117
SPD01789,CAM0295,2022-08-22,62445,1644,55,1841753,29494,1120,0.0263
SPD01790,CAM0295,2022-08-14,104993,1481,20,1531722,14589,1034,0.0141
SPD01791,CAM0295,2022-08-17,166336,3723,,864842,5199,232,0.0224
SPD01792,CAM0295,2022-09-14,71884,1173,52,2536340,35284,2162,0.0163
SPD01793,CAM0296,2023-03-25,65054,991,12,974025,14973,983,0.0152
SPD01794,CAM0296,2023-03-08,155106,3313,159,1675924,10805,506,0.0214
SPD01795,CAM0296,2023-04-07,148638,2490,41,344131,2315,138,0.0168
SPD01796,CAM0296,2023-03-27,162976,3718,,1051530,6452,283,0.0228
SPD01797,CAM0296,2023-04-05,51853,951,30,3294814,63541,3465,0.0183
SPD01798,CAM0296,2023-03-24,45034,825,34,2930306,65069,3552,0.0183
SPD01799,CAM0296,2023-03-23,76391,1362,,4432134,58019,3254,0.0178
SPD01800,CAM0296,2023-03-09,108233,906,,1507862,13932,1664,0.0084
SPD01801,CAM0297,2023-09-20,68419,1815,59,2542745,37164,1401,0.0265
SPD01802,CAM0297,2023-09-30,69432,1136,43,1559683,22463,1373,0.0164
SPD01803,CAM0298,2024-06-07,16081,107,1,4065241,252798,37993,0.0067
SPD01804,CAM0298,2024-05-28,133439,2927,92,3588145,26890,1226,0.0219
SPD01805,CAM0298,2024-05-28,127321,3699,89,3599052,28268,973,0.0291
SPD01806,CAM0298,2024-04-23,142224,4042,179,1258976,8852,311,0.0284
SPD01807,CAM0298,2024-03-26,59235,404,17,1169187,19738,2894,0.0068
SPD01808,CAM0298,2024-06-07,113111,1647,18,4287110,37902,2603,0.0146
SPD01809,CAM0298,2024-04-16,9205,95,3,3974373,431762,41836,0.0103
SPD01810,CAM0298,2024-06-05,41659,884,17,337388,8099,382,0.0212
SPD01811,CAM0298,2024-04-20,120088,1359,52,3316930,27621,2441,0.0113
SPD01812,CAM0299,2023-06-02,126451,1044,20,1420856,11236,1361,0.0083
SPD01813,CAM0299,2023-06-16,31551,390,,4101452,129994,10517,0.0124
SPD01814,CAM0299,2023-06-08,176293,4725,,2665840,15122,564,0.0268
SPD01815,CAM0300,2023-04-12,139364,2618,,4221989,30295,1613,0.0188
SPD01816,CAM0300,2023-04-03,97401,1294,39,292745,3006,226,0.0133
SPD01817,CAM0300,2023-04-04,43257,1021,12,4474052,103430,4382,0.0236
SPD01818,CAM0301,2022-02-20,170327,3070,,3584065,21042,1167,0.0180
SPD01819,CAM0301,2022-02-24,165674,2734,58,627117,3785,229,0.0165
SPD01820,CAM0302,2022-09-24,158517,1281,37,4511506,28461,3522,0.0081
SPD01821,CAM0302,2022-09-09,179671,4398,143,764462,4255,174,0.0245
SPD01822,CAM0303,2024-10-17,104070,1379,54,2440646,23452,1770,0.0133
SPD01823,CAM0303,2024-10-17,42279,1016,35,2513241,59444,2474,0.0240
SPD01824,CAM0304,2023-09-16,62733,379,18,1831529,29196,4833,0.0060
SPD01825,CAM0304,2023-09-19,154237,1517,68,3781193,24515,2493,0.0098
SPD01826,CAM0304,2023-10-06,153946,1751,17,755562,4908,432,0.0114
SPD01827,CAM0304,2023-08-17,14820,172,2,4128440,278572,24003,0.0116
SPD01828,CAM0304,2023-08-18,181321,3143,,4055456,22366,1290,0.0173
SPD01829,CAM0304,2023-09-09,166689,3866,111,2364960,14188,612,0.0232
SPD01830,CAM0304,2023-10-07,148635,4047,93,2939157,19774,726,0.0272
SPD01831,CAM0304,2023-10-03,45789,993,33,2540124,55475,2558,0.0217
SPD01832,CAM0305,2024-07-08,69303,738,,4255019,61397,5766,0.0106
SPD01833,CAM0305,2024-05-27,91023,2594,126,3594945,39495,1386,0.0285
SPD01834,CAM0305,2024-04-29,160108,2002,28,1441278,9002,720,0.0125
SPD01835,CAM0305,2024-07-03,63622,1661,80,4095229,64368,2466,0.0261
SPD01836,CAM0305,2024-05-12,30846,692,18,3554190,115224,5136,0.0224
SPD01837,CAM0305,2024-06-15,153523,2038,,1562691,10179,767,0.0133
SPD01838,CAM0305,2024-07-11,131136,3765,154,677337,5165,180,0.0287
SPD01839,CAM0305,2024-06-17,111410,2827,81,456653,4099,162,0.0254
SPD01840,CAM0305,2024-06-04,102092,812,36,4326027,42374,5328,0.0080
SPD01841,CAM0306,2023-07-15,159251,1648,31,2240410,14068,1359,0.0103
SPD01842,CAM0306,2023-08-12,48226,646,21,895234,18563,1386,0.0134
SPD01843,CAM0306,2023-06-07,26520,187,2,3794876,143095,20293,0.0071
SPD01844,CAM0306,2023-07-28,29199,828,31,1474126,50485,1780,0.0284
SPD01845,CAM0306,2023-06-01,5547,93,,2644633,476768,28437,0.0168
SPD01846,CAM0306,2023-07-11,182927,4050,98,4998260,27324,1234,0.0221
SPD01847,CAM0306,2023-06-06,15598,142,1,890766,57108,6273,0.0091
SPD01848,CAM0306,2023-05-31,166051,831,34,3478806,20950,4186,0.0050
SPD01849,CAM0306,2023-07-27,33190,387,16,801323,24144,2071,0.0117
